,SMILES,Solubility_logS
1060,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1,-5.97
1061,CC(C)=O.C=O.N(c1ccccc1)c2ccccc2,-5.969586401
1062,CCOC(=O)[C@@H](C)Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1,-5.9694
1063,[O-][N+](=O)c1ncn(CC(=O)Nc2cc(ccc2Cl)C(F)(F)F)n1,-5.968106766699999
1064,COC(=O)c1ccc(cc1[N+]([O-])=O)C(=O)Nc2cc(Cl)ccc2Cl,-5.965154646
1065,CC(C)(C)C1=NN(C(=O)O1)c2cc(OCC#C)c(Cl)cc2Cl,-5.9648
1066,CC(CCC=C(C)C)C=C,-5.9645864462
1067,CC(c1ccccc1)c2ccc(Nc3ccc(cc3)C(C)c4ccccc4)cc2,-5.9641687617
1068,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3ccc(cc23)C(=O)C(C)(C)O,-5.9638494884
1069,C1CC2=CC=C3CCCC4=CC=C(C1)C2=C34,-5.96
1070,Cc1cc(ccc1N=Nc2c(Cl)cc(cc2Cl)[N+]([O-])=O)N(CCO)CCO,-5.9592
1071,ClC1=C(Cl)C2(Cl)[C@@H]3CO[S](=O)OC[C@@H]3[C@@]1(Cl)C2(Cl)Cl,-5.9563
1072,CCCCC(CC)COC(=O)CC(C)CC(C)(C)C,-5.9549769717
1073,CCO[P](=S)(OCC)Oc1cc(Cl)c(Br)cc1Cl,-5.9521
1074,[Ba++].[O-][S](=O)(=O)c1c(N\N=C\2C(=O)C=Cc3ccccc23)ccc4ccccc14.[O-][S](=O)(=O)c5c(N\N=C\6C(=O)C=Cc7ccccc67)ccc8ccccc58,-5.9504281438
1075,ClC1=CC=C(Cl)C(=C1Cl)OC2=CC=CC=C2,-5.95
1076,CCCCC(CC)C(=O)OOC(C)(C)CC(C)(C)C,-5.9495319098
1077,CCCCC(CC)COC(=O)c1c(Br)c(Br)c(Br)c(Br)c1C(=O)OCC(CC)CCCC,-5.949075231
1078,ClC1=C(Cl)C2(Cl)C3CO[S](=O)(=O)OCC3C1(Cl)C2(Cl)Cl,-5.945
1079,Clc1cccc(c1Cl)c2ccccc2Cl,-5.944
1080,CCCCCCCCCCCCCCCCCCNC(=O)Nc1ccc(Cc2ccc(NC(=O)NCCCCCCCCCCCCCCCCCC)cc2)cc1,-5.9429946413
1081,C1COC2(C1)CC3CC2C4CCCC34,-5.941561120199999
1082,CC(C)(O)C(=O)c1ccc(cc1)C2(C)CC(C)(C)c3cc(ccc23)C(=O)C(C)(C)O,-5.9372904598
1083,C[Si](C)(C)O[Si](C)(O[Si](C)(C)C)O[Si](C)(C)C,-5.9360261722
1084,COC(=O)c1cc(Oc2ccc(Cl)cc2Cl)ccc1[N+]([O-])=O,-5.9343
1085,OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O,-5.931
1086,CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,-5.93
1087,C1=CC2=C(C=C1)C3=C4C(=CC=C3)C=CC=C24,-5.93
1088,CCCCCCCCCCC1CO1,-5.923156849500001
1089,Clc1ccc2ccc(Cl)cc2c1,-5.9217
1090,ClC1=CC2=C(C=CC=C2Cl)C=C1,-5.92
1091,C1CCC(CC1)NSc2sc3ccccc3n2,-5.9171426800999996
1092,Nc1ccc2ccccc2c1N=Nc3ccccc3,-5.916
1093,Clc1ccc(CN(C2CCCC2)C(=O)Nc3ccccc3)cc1,-5.915
1094,CCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,-5.91
1095,COC1=C(C=CC(=C1)OC2=C(C=C(C=C2)Cl)Cl)[N+](=O)[O-],-5.91
1096,ClC1=CC=C(OC2=C(Cl)C=CC=C2Cl)C=C1,-5.91
1097,O=C1CCCCCCCCCCCCCCO1,-5.9037897228
1098,ClC1=C(Cl)C2(Cl)[C@H]3CO[S](=O)OC[C@H]3[C@]1(Cl)C2(Cl)Cl,-5.9019
1099,[Ca++].[O-][S](=O)(=O)c1c(N\N=C\2C(=O)C=Cc3ccccc23)ccc4ccccc14.[O-][S](=O)(=O)c5c(N\N=C\6C(=O)C=Cc7ccccc67)ccc8ccccc58,-5.9003015698
1100,Clc1ccccc1c2c(Cl)cccc2Cl,-5.9003
1101,ON=C(C1=CC=CC=C1)C(=NO)C1=CC=CC=C1,-5.9
1102,N1c2ccccc2Sc3ccc4ccccc4c13,-5.8957
1103,c(c(c(c(c1ccc2)c2)C)ccc3)(c3)c1,-5.89
1104,Oc1ccc2C(=O)c3cc(O)ccc3C(=O)c2c1,-5.8892
1105,O=C1N(COC(=O)CCCCC)C(=O)C(N1)(c2ccccc2)c3ccccc3,-5.886
1106,CCCCCCCC(=O)CC(=O)c1ccccc1,-5.8836966949
1107,CCOCCOC(=O)C(C)Oc1ccc(Oc2ncc(cc2Cl)C(F)(F)F)cc1,-5.8739
1108,CCOC(=O)COC(=O)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-5.8729
1109,CN(C)CC\C=C/1C2=C(SC3=C1C=C(Cl)C=C3)C=CC=C2,-5.87
1110,CCCCCCCCCCCCC(CCCCCCCCCC)C(O)=O,-5.8676395215999975
1111,Nc1ccc(N)c2C(=O)c3ccccc3C(=O)c12,-5.859
1112,CCCCCCCCCCCCCCCCCCCN,-5.8571242399
1113,Cc1cccc2c1ccc3ccccc23,-5.8541
1114,Cc1ccc2C(=O)c3ccccc3C(=O)c2c1N,-5.8541
1115,Cc1cccc2cc3ccccc3cc12,-5.8541
1116,CCCCCCCCCC(O)=O.CCCCCCCC(O)=O.CCCCCC(O)=O.CCC(CO)(CO)CO.OC(=O)CCCCC(O)=O,-5.8530645557000005
1117,CCOP(=S)(OCC)SC(CCl)N1C(=O)C2=CC=CC=C2C1=O,-5.85
1118,CCCN1C(=O)N(CCC)C2=C([NH]C(=N2)[C]34CC5[CH2]C(C[CH]3C5)C4)C1=O,-5.85
1119,CC1C(SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(Cl)C=C3,-5.85
1120,C[C@H]1C(SC(=O)N1C(=O)NC2CCCCC2)c3ccc(Cl)cc3,-5.8487
1121,CCc1cc(Cc2cc(CC)c(N)c(CC)c2)cc(CC)c1N,-5.8485879471
1122,CC(Oc1ccc(Oc2cnc3cc(Cl)ccc3n2)cc1)C(=O)OCCON=C(C)C,-5.8479
1123,CC(C)(C)c1ccc(OC2CCCCC2O[S](=O)OCC#C)cc1,-5.8457
1124,CC1(O)CC(C2=CC=C(Cl)C=C2)C3=C(O1)C4=C(OC3=O)C=CC=C4,-5.84
1125,CC(=O)CC(c1ccc(Cl)cc1)c2c(O)c3ccccc3oc2=O,-5.8389999999999995
1126,CCCCCCCCCCC(O)CCC,-5.8370000000000015
1127,Cc1ccc2c(ccc3ccccc23)c1,-5.8367
1128,CC(=O)CC(c1ccc(Cl)cc1)C2=C(O)Oc3ccccc3C2=O,-5.836
1129,Clc1ccc2Oc3ccccc3Oc2c1,-5.8359
1130,CCCCC(Cc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)(C(=O)OC2CC(C)(C)N(C)C(C)(C)C2)C(=O)OC3CC(C)(C)N(C)C(C)(C)C3,-5.8357203688
1131,CCCCCCCC(=O)SCCC[Si](OCC)(OCC)OCC,-5.8326804614
1132,CCCCCCCCCCNC(=O)N[C]12C[CH]3[CH2]C([CH2][CH](C3)C1)C2,-5.83
1133,CC(=C)c1ccc(cc1)C(=O)C(C)(C)O.CC(C)(O)C(=O)c2ccc(cc2)C3(C)CC(C)(C)c4cc(ccc34)C(=O)C(C)(C)O.CC(C)(O)C(=O)c5ccc(cc5)C6(C)CC(C)(C)c7ccc(cc67)C(=O)C(C)(C)O,-5.8273288791999995
1134,[O-][N+](=O)c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.8269
1135,CCCCCCCCCCCCCCCCCCNC(=O)NCCCNC(=O)NCCCCCCCCCCCCCCCCCC,-5.8229189425
1136,COC(=O)c1c(Cl)c(Cl)c(c(Cl)c1Cl)C(=O)OC,-5.8221
1137,FC(F)C(F)(F)OC1=C(Cl)C=C(NC(=O)NC(=O)C2=C(F)C=CC=C2F)C=C1Cl,-5.82
1138,CCCOC(=O)C(C)C1=CC2=CC=C(OC)C=C2C=C1,-5.82
1139,CSC1=CC2=C(SC3=C(C=CC=C3)N2CCC4CCCCN4C)C=C1,-5.82
1140,CC1CC(CC(C)(C)C1)OC(=O)c2ccccc2O,-5.816819421799999
1141,FC(F)(F)c1nc(Cl)sc1C(=O)OCc2ccccc2,-5.8085
1142,CC(C)(C)c1cc(CCC(=O)OCCSCCOC(=O)CCc2cc(c(O)c(c2)C(C)(C)C)C(C)(C)C)cc(c1O)C(C)(C)C,-5.8081724723
1143,O=C1NC(=O)C2(CCCCCCCCCCC2)C(=O)N1,-5.8
1144,Clc1cccc(c1)c2cccc(Cl)c2,-5.7983
1145,Clc1cccc2cccc(Cl)c12,-5.7963
1146,C\C=C(/C)C(=O)OCCC(C)CCC=C(C)C,-5.7917926889
1147,CCCCC(CC)C1CCON1CCOC(=O)NCCCCCCNC(=O)OCCN2OCCC2C(CC)CCCC,-5.7905608237
1148,c1ccc(cc1)\C=C\c2ccccc2,-5.7905
1149,COC(=O)c1ccc(NC(=O)c2cc(Cl)ccc2Cl)cc1N,-5.7900649855
1150,c1(c(CN(CC)CC)cc(cc1)Nc1ccnc2c1ccc(c2)Cl)O,-5.79
1151,CCCCCCCCCCCCCCO,-5.787142557
1152,CCCCCCCCCCCCCCCC(=O)O[C@@H]1C[C@H](N(C1)C(=O)CCCCCCCCCCCCCCC)C(O)=O,-5.7838757207
1153,C[C@@H]/1CC(=C/CC2C[C@@H](C[C@]3(CC[C@H](C)C(C)O3)O2)OC(=O)[C@@H]4C=C(C)[C@@H](O)[C@H]5OCC(=C\C=C1)/[C@@]45O)/C,-5.7787
1154,CN(C)c1ccc(cc1)N=Nc2cccc(C)c2,-5.7769
1155,CCCCCCCCCCCCCCCCCCN(CCO)CCO,-5.7752741916999994
1156,CCO[P](=O)(Oc1ccc(Cl)cc1Cl)Oc2ccc(Cl)cc2Cl,-5.774
1157,CC(C)CCC[C@@H](C)CCC[C@@H](C)CCC[C@]1(C)CCc2c(C)c(OC(C)=O)c(C)c(C)c2O1,-5.7715452251
1158,CC(C)(OOC(C)(C)c1ccccc1)c2ccccc2,-5.7692
1159,Cc1cc(CCC(=O)OCCOCCOCCOC(=O)CCc2cc(C)c(O)c(c2)C(C)(C)C)cc(c1O)C(C)(C)C,-5.7684649408
1160,CCCCC(CC)COC(=O)c1ccccc1,-5.767784581
1161,CCCCCCCCC,-5.7657
1162,CCCN(CCC)c1c(cc(cc1[N+]([O-])=O)[S](C)(=O)=O)[N+]([O-])=O,-5.7601
1163,CN(C)C(CS[S](=O)(=O)c1ccccc1)CS[S](=O)(=O)c2ccccc2,-5.76
1164,CCCCC(C)(C)C,-5.7568
1165,CCCCCCCCCCCCCCCCOC(=O)OOC(=O)OCCCCCCCCCCCCCCCC,-5.7565570001
1166,CCO[P](=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,-5.7524
1167,ICC1CCC(CI)CC1,-5.7481975718
1168,CCCCCC(C)OC(=O)COc1ccc(Cl)c2cccnc12,-5.7479695323
1169,CC1=CC(=N/Nc2ccccc2[N+]([O-])=O)\C(=O)C=C1,-5.7475958635
1170,COc1cc(N)c2C(=O)c3ccccc3C(=O)c2c1N,-5.746
1171,[Ba++].Cc1cc(c(N\N=C/2C(=O)C(=Cc3ccccc23)C([O-])=O)cc1Cl)[S]([O-])(=O)=O,-5.745185694400001
1172,CC1CCCCCCCCCCCCC(=O)C1,-5.7438651202
1173,O=[P](Oc1ccccc1)(Oc2ccccc2)Oc3cccc(O[P](=O)(Oc4ccccc4)Oc5ccccc5)c3,-5.7380720067999995
1174,CC(C)(C)OOC(C)(C)c1ccc(cc1)C(C)(C)OOC(C)(C)C,-5.7371515873000005
1175,[Ba++].Cc1ccc(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)c(c1)[S]([O-])(=O)=O,-5.7351471063
1176,CCCCC(CC)CNC(=O)CCCCCC(C)C,-5.731545252999999
1177,CC(C)CCCCCCCCCCOC(=O)c1ccccc1C(=O)OCCCCCCCCCCC(C)C,-5.724958731699999
1178,CCCCCCCCCCCCCCCC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,-5.7200550602
1179,CCCCCCCCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4C3CCC12C,-5.72
1180,Clc1cccc2Oc3ccccc3Oc12,-5.7196
1181,CC(C)CCCCCCCO[P](=O)(Oc1ccccc1)Oc2ccccc2,-5.7165
1182,O=C(Nc1cccc2C(=O)c3ccccc3C(=O)c12)c4ccc(cc4)c5ccc(cc5)N=Nc6ccc(cc6)c7ccc(cc7)C(=O)Nc8cccc9C(=O)c%10ccccc%10C(=O)c89,-5.716458279299999
1183,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC,-5.711686621799999
1184,CC(C)CCCCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCCCCC(C)C,-5.708288296799999
1185,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cc2F)C#N)cc1,-5.7079999999999975
1186,CC(C)CCCCCCCOC(=O)c1ccc(C(=O)OCCCCCCCC(C)C)c(c1)C(=O)OCCCCCCCC(C)C,-5.7065739478
1187,CCO[P](=S)(Oc1ccc(cc1)C#N)c2ccccc2,-5.7037
1188,Clc1ccc(cc1)N=Nc2ccccc2,-5.7023
1189,ClC1=CC=CC2=C1C=CC=C2Cl,-5.7
1190,COC1=CC=C(C=CC(=O)C2=C(O)C=CC=C2)C=C1,-5.7
1191,CC(C)(c1cc(Br)c(O)c(Br)c1)c2cc(Br)c(O)c(Br)c2,-5.6941064111
1192,CCOC(=O)\C=C(C)\C=C\CC(C)CCCC(C)C,-5.693
1193,[Ba++].CCc1cc(N\N=C/2C(=O)C=Cc3ccccc23)c(cc1Cl)[S]([O-])(=O)=O.CCc4cc(N\N=C/5C(=O)C=Cc6ccccc56)c(cc4Cl)[S]([O-])(=O)=O,-5.692860180299999
1194,COC(=O)C1=C(C(=CC=C1)C)[S](=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C,-5.69
1195,Oc1c(cccc1c2ccccc2)c3ccccc3,-5.6839101049
1196,COC1=CCC2=C(CCC3C2CCC4(C)C3CCC4(O)C#N)C1,-5.6832424476
1197,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1C1=C(Cl)C(Cl)=CC=C1,-5.68
1198,CN(C)c1nc(NC(=O)N[S](=O)(=O)c2c(C)cccc2C(O)=O)nc(OCC(F)(F)F)n1,-5.6798
1199,[O-][N+](=O)c1ccc(O[P](=S)(Oc2ccc(cc2)[N+]([O-])=O)Oc3ccc(cc3)[N+]([O-])=O)cc1,-5.6788341975
1200,COC/C(=N/OCC(=O)OC)c1cc(Oc2ccc(cc2Cl)C(F)(F)F)ccc1[N+]([O-])=O,-5.6783
1201,CCCCCCCCOC(=O)CCCCC(=O)OCCCCCCCC,-5.6768
1202,COC(=O)CSc1cc(N=C2SC(=O)N3CCCCN23)c(F)cc1Cl,-5.6768
1203,CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC,-5.6765418086000015
1204,[Zn++].CCCCN(CCCC)C([S-])=S.CCCCN(CCCC)C([S-])=S,-5.6759230824
1205,CCOC(=O)C(C)Oc1cccc(Oc2sc3cc(Cl)ccc3n2)c1,-5.6739999999999995
1206,CC1(C)CC\C(=C/c2ccc(Cl)cc2)C1=O,-5.6715911936
1207,CCOC(=O)C(C)OC1=CC=C(OC2=NC3=C(S2)C=C(Cl)C=C3)C=C1,-5.67
1208,CCCCCCCCCCCCCCCCC(CO)CCCCCCCCCCCCCC,-5.66920434
1209,OC(c1ccc(Cl)cc1)(c2ccc(Cl)cc2)C(Cl)(Cl)Cl,-5.6657
1210,NC(=O)c1nn(c2ccc(Cl)c(COCC(F)(F)C(F)(F)F)c2)c(n1)c3ccccc3,-5.6635
1211,C[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)O[Si](C)(C)C,-5.661813631699999
1212,Clc1ccc(Oc2ccc(Cl)c(Cl)c2)cc1,-5.6603
1213,C1C(=O)C=C2CCC3C4CCC(O)(C#C)C4(C)CCC3C2(C)C1,-5.66
1214,O=[P](OC1=CC=CC=C1)(OC2=CC=CC=C2)OC3=CC=CC=C3,-5.66
1215,O=C(CC(=O)c1ccccc1)c2ccccc2,-5.6579029620000005
1216,C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2CC[C@@]4(C)[C@H]3CC[C@@]4(O)C#C,-5.6576
1217,CCOC(=O)c1nn(c2ccc(Cl)cc2Cl)c(n1)C(Cl)(Cl)Cl,-5.6516
1218,c1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-5.65
1219,CC[Si](CC)(CC)CC,-5.6475
1220,O=C(Nc1cccc2C(=O)c3c4[nH]c5c(cc(NC(=O)c6ccccc6)c7C(=O)c8ccccc8C(=O)c57)c4ccc3C(=O)c12)c9ccccc9,-5.647161854
1221,Clc1c(Cl)c(C#N)c(Cl)c(C#N)c1Cl,-5.6466
1222,CC1(C)CCCC2(C)C1CCC34COC(C)(CCC23)O4,-5.6453848366
1223,ClC1=C(Cl)C(Cl)(C2(Cl)Cl)C3CC=CC3C12Cl,-5.64
1224,O=C(OCc(cccc1)c1)c(c(ccc2)C(=O)OCCCC)c2,-5.64
1225,CC1(N)CN(C2=C(F)C3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)C1,-5.64
1226,CC(C)(C)c1ccc2oc(nc2c1)c3sc(cc3)c4oc5ccc(cc5n4)C(C)(C)C,-5.6340467929999996
1227,O=C1n2c3ccccc3nc2c4ccc5c6nc7ccccc7n6C(=O)c8ccc1c4c58,-5.633055848200001
1228,COC1=CC2=C(C=C1OC)C(=NC=N2)N3CCN(CC3)C(=S)NCC4=CC=CO4,-5.63
1229,O=C1CCCCCCC\C=C/CCCCCCO1,-5.629397554600001
1230,CCc1ccc(cc1)C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C,-5.6281
1231,CC(C)CCC(C)Nc1ccc(Nc2ccccc2)cc1,-5.6248375610000005
1232,CCOC(=O)C(=Cc1ccc(cc1)C=C(C(=O)OCC)C(=O)OCC)C(=O)OCC,-5.6216352692
1233,[O-][N+](=O)c1ccc(Oc2c(Cl)cc(Cl)cc2Cl)cc1,-5.6201
1234,CC1(N)CN(C2=CC3=C(C=C2F)C(=O)C(C(=O)O)=CN3C2CC2)C1,-5.62
1235,CCOC(=O)COc1cc(c(F)cc1Cl)c2nn(C)c(OC(F)F)c2Cl,-5.6161
1236,CCCCCCCCCCCCCCC(CO)CCCCCCCCCCCC,-5.6135997753
1237,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,-5.6133
1238,CC1CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,-5.6129999999999995
1239,NC1=CC=C(C=C1)[S](=O)(=O)NC2=NC(=CS2)C3=CC=C(C=C3)C4=CC=CC=C4,-5.61
1240,CC(C)c1ccc(cc1)c2ccccc2,-5.609857774299999
1241,CCOC(=O)C(C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1,-5.6042
1242,CCOC(=O)[C@@H](C)Oc1ccc(Oc2oc3cc(Cl)ccc3n2)cc1,-5.6042
1243,Brc1cc(Br)cc(Br)c1,-5.6004
1244,COc1cc2c3ccccc3C(=O)c4ccc5c6ccc7C(=O)c8ccccc8c9cc(OC)c(c1c5c24)c6c79,-5.5991706951
1245,CCCN(CCCl)c1c(cc(cc1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O,-5.5968
1246,FC(F)(F)N1C(F)(F)C(F)(F)OC(F)(F)C1(F)F,-5.5960586261000005
1247,CCCCCCCc1ccccc1,-5.5959
1248,O=C1OC(=O)c2ccc3c4ccc5C(=O)OC(=O)c6ccc(c7ccc1c2c37)c4c56,-5.5936426625
1249,CN1c2ccccc2Sc3ccccc13,-5.5934
1250,CCCCCCCCCCCCCCCC(=O)NCC(O)=O,-5.593122621900001
1251,C1=CC2=C(C=C1)SC1=C(C=CC=C1)N2,-5.59
1252,COC1=CC=C2C=C(C(C)C(=O)OC3CCCCC3=O)C=CC2=C1,-5.59
1253,CC(Oc1ccc2ccccc2c1)C(=O)Nc3ccccc3,-5.5894
1254,CN(C)[S](=O)(=O)N(SC(F)(Cl)Cl)c1ccc(C)cc1,-5.5864
1255,Clc1cccc(c1)c2ccccc2Cl,-5.5851
1256,CCCCOC(=O)C(C)Oc1ccc(Oc2ccc(cn2)C(F)(F)F)cc1,-5.5836
1257,Fc1ccc2N=C(n3cncn3)N(C(=O)c2c1)c4ccc(Cl)cc4Cl,-5.5754
1258,CC(C)CCC(C)Nc1ccc(NC(C)CCC(C)C)cc1,-5.5751336546
1259,CCCCSC(SCc1ccc(cc1)C(C)(C)C)=Nc2cccnc2,-5.5712
1260,CCC(C)C1NC(=O)C(CC2=CC=CC=C2)NC(=O)C3CCCN3C(=O)C(CC4=CC=CC=C4)N(C)C(=O)C5CCCCN5C(=O)C6CCCCN6C1=O,-5.57
1261,Fc1ccccc1C(=O)c2cc(Cl)ccc2NC(=O)CBr,-5.5693457861
1262,ClC(Cl)(Cl)SN1C(=O)c2ccccc2C1=O,-5.569
1263,CCCCCCCC/C=C/CCCCCCCC(=O)N(CCO)CCO,-5.567720212
1264,CC(=O)OC1(CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C)C(C)=O,-5.5668107327
1265,CCc1cc(Cc2cc(CC)cc(c2O)C(C)(C)C)c(O)c(c1)C(C)(C)C,-5.5665093776
1266,COc1cccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)c1C,-5.5664
1267,O=C1CCCCCCCCCC\C=C/CCC1,-5.5607322784000015
1268,o1c(cnc1c2ccccc2)c3ccccc3,-5.5532102962
1269,Brc1ccc(cc1)c2ccccc2,-5.5526
1270,C[C@]12CC[C@H]3[C@@H](CCc4cc(O)ccc34)[C@@H]1CCC2=O,-5.5511481213
1271,CN1C(=O)N(C)C2=C([N](C)C(=N2)\C=C\C3=CC=CC=C3)C1=O,-5.55
1272,CCCCCCCCCCCCC(CO)CCCCCCCCCC,-5.549815883300001
1273,CCCCCCCCCCCCCCCCCCCCCCCCO,-5.549815883300001
1274,CCC(C)c1cc(C(C)CC)c(O)c(c1)C(C)CC,-5.5497933448
1275,[Ca++].Cc1ccc(N\N=C\2C(=O)C(=Cc3ccccc23)C([O-])=O)c(c1)[S]([O-])(=O)=O,-5.5486422223
1276,COc1ccc2n(c(C)c(CC(O)=O)c2c1)C(=O)\C=C\c3ccccc3,-5.5433
1277,CC(C)OC1=C(Cl)C=C(Cl)C(=C1)N2N=C(OC2=O)C(C)(C)C,-5.54
1278,c1c(OC)cc2c(CC(=O)O)c(C)n(C(=O)C=Cc3ccccc3)c2c1,-5.54
1279,CCCCCCCCCCCCCCCC[Si](OC)(OC)OC,-5.5398636413
1280,Cc1c(Cl)cc(cc1Cl)C2=NNC(=O)C=C2,-5.5375
1281,[Zn++].CCN(CC)C([S-])=S.CCN(CC)C([S-])=S,-5.5333331166
1282,S,-5.5325378146
1283,CCCCCCCC\C=C/CCCCCCCC(=O)NCC(C)O,-5.530921640800001
1284,CC(C)(C)c1cc(CCC(O)=O)cc(n2nc3ccccc3n2)c1O,-5.53070544
1285,CC(C)N1C(=O)N(CSC1=NC(C)(C)C)c2ccccc2,-5.5307
1286,CCCCN(CC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,-5.53
1287,CCCCCCCCCCCCCCCCCC[P](=O)(OC)OC,-5.529966163099999
1288,OC(c1ccccc1)c2cc(Cl)ccc2NC(=O)c3ccncc3,-5.5299
1289,CCO[P](=S)(OCC)OC(Cl)C(Cl)(Cl)Cl,-5.5263
1290,Clc1ccc(cc1)[S](=O)(=O)c2ccc(Cl)cc2,-5.5236360799
1291,C[C@H](CCC(=O)NCC(O)=O)[C@H]1CCC2C3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)C3CC[C@]12C,-5.5225
1292,Clc1ccc(Oc2cc(Cl)cc(Cl)c2)cc1,-5.5201
1293,Clc1ccc(Oc2ccccc2Cl)cc1,-5.52
1294,CC(C)OC(=O)C1(CCCCCC1)[S](=O)(=O)C2=CC=C(Cl)C=C2,-5.52
1295,Cc1sc(C(=O)Nc2c(Br)cc(OC(F)(F)F)cc2Br)c(n1)C(F)(F)F,-5.5186
1296,O=C1c2cccc(Sc3ccccc3)c2C(=O)c4c(Sc5ccccc5)cccc14,-5.517335043099999
1297,CCCCCCCCCCCCCCCCCC(=O)NCCO,-5.5152815814
1298,CCCCCCCCCCCCCCCCCCCCCCO,-5.5140281478999995
1299,CCCCCCCCOc1ccc(c(O)c1)C(=O)c2ccccc2,-5.5137980476
1300,O=C1c2ccccc2c3ccc4c5ccc6c7ccccc7C(=O)c8ccc(c9ccc1c3c49)c5c68,-5.5133127462000004
1301,O=C(OC1CCCCC1)c2ccccc2C(=O)OC3CCCCC3,-5.5126055421
1302,CC(C)(C)CC(=O)OCC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3C(O)CC12C,-5.5111
1303,CCCCCCCCC=C,-5.51
1304,CSC1=CC=C(C=C1)C(=O)C2=CC(=CC3=C2OC=C3)CC(O)=O,-5.51
1305,CC12CC3=C(ON=C3)C=C1CCC4C2CCC5(C)C4CCC5(O)C#C,-5.51
1306,CC(C)(C)CC(C)(C)c1ccc(O)c(c1)n2nc3ccccc3n2,-5.5097937283
1307,CCC(C)c1cc(cc(c1OC(=O)C=C(C)C)[N+]([O-])=O)[N+]([O-])=O,-5.5083
1308,CO[P](=S)(OC)Oc1cc(Cl)c(Cl)cc1Cl,-5.5072
1309,O=C1c2ccccc2C(=O)c3c4Nc5ccc6c7ccccc7C(=O)c8ccc(c4ccc13)c5c68,-5.506567842999999
1310,Cc1cc(n2nc3ccc(Cl)cc3n2)c(O)c(c1)C(C)(C)C,-5.4994176265
1311,[Zn++].CN(C)C([S-])=S.CN(C)C([S-])=S,-5.4987140305999995
1312,CC(CCCC(C)C=O)CCC=C(C)C,-5.496890424
1313,Nc1c(ccc2C(=O)c3ccccc3C(=O)c12)c4oc5cc6C(=O)c7ccccc7C(=O)c6cc5n4,-5.4964129822
1314,N(c1ccccc1)c2ccc3ccccc3c2,-5.4959148461
1315,CCO[P](=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl,-5.4956
1316,CC(C)C1CCC(=CC1)C.CC(C)C2CCC(=CC2)C,-5.495255435900002
1317,COc1cc(N=Nc2c(Br)cc(cc2[N+]([O-])=O)[N+]([O-])=O)c(NC(C)=O)cc1N(CCOC(C)=O)CCOC(C)=O,-5.4951202425
1318,O=C1N=C(NC(=N1)c2ccccc2)c3ccccc3,-5.4935852535
1319,COc1ccc(\C=C\C(=O)OCCC(C)C)cc1,-5.4919252104
1320,O=C(NC1CCCCC1)NS(=O)(c1ccc(CCNC(c2cnc(cn2)C)=O)cc1)=O,-5.49
1321,COC1=CC=C2C3CCC4(C)C(CCC4(O)C#C)C3CCC2=C1,-5.49
